id,name,longitude,latitude,adname,中类,小类
B00140AHUS,育才中学(东校区),113.30055923163768,23.132123495737925,越秀区,学校,中学
B0FFI6NQ8O,广州市真光中学(芳花校区),113.21907739463592,23.07795195116507,荔湾区,学校,中学
B00140BQNZ,广州市第十中学,113.26028536041864,23.11996575357283,越秀区,学校,中学
B00140C5ZD,广州市第四十一中学,113.25570908335806,23.092354497607165,海珠区,学校,中学
B0FFFVYGFG,广州市执信中学(二沙岛国际校区),113.29428204177913,23.112569920391305,越秀区,学校,中学
B00140T5QN,广州市为明学校(光大校区),113.25206121632044,23.08595448140031,海珠区,学校,中学
B0FFJGWY59,广州市第一一三中学(金融城校区),113.35945147501346,23.123999978230785,天河区,学校,中学
B0FFINNRPW,广州市天河中学猎德实验学校尚学搂,113.33234201634176,23.118021908223987,天河区,学校,中学
B00141RASQ,广州市第九十七中学(江南新苑校区),113.28351396715776,23.09373168463587,海珠区,学校,中学
B0FFHRRU7J,广州市第三十三中学(北校区),113.2502405019756,23.106375424520746,海珠区,学校,中学
B00140M6WE,广州市第一一三中学(东方校区),113.35454935981586,23.13206984088533,天河区,学校,中学
B00140UFTH,春晖学校,113.28478836408502,23.08883100139074,海珠区,学校,中学
B001402580,广州市第九十七中学,113.27995821709756,23.09221292634744,海珠区,学校,中学
B0FFFW7A72,广州市第三十三中学(南校区),113.25054748133408,23.105174852203863,海珠区,学校,中学
B00140AVHJ,广州市铁一中学(越秀校区),113.30535736757358,23.12662226146665,越秀区,学校,中学
B0I0DAMXGE,广州市第九十四中学,113.301269479143,23.09381600094544,海珠区,学校,中学
B0FFH6MYDL,北大附中广州实验学校,113.25199724260118,23.085938506440407,海珠区,学校,中学
B0FFHIVSXF,海珠区公安分局特巡大队巡二中,113.25572845346248,23.08667787021025,海珠区,学校,中学
B0FFH62I33,广州市五中滨江学校(远安校区),113.27740556530648,23.10875513081596,海珠区,学校,中学
B0I245KA62,广州市第七十八中学,113.27768919994648,23.10861685514765,海珠区,学校,中学
B00140AZKO,广州市九十七中蓝天学校,113.28364153855668,23.08240326993486,海珠区,学校,中学
B0HK1S5RMB,华海双语学校,113.30035987136289,23.083877744841672,海珠区,学校,中学
B00140AZ1F,海珠区六中珠江中学,113.29825667792224,23.08560160095856,海珠区,学校,中学
B0FFI69VL5,广州市江南外国语学校(北校区),113.25967430469704,23.09740241666216,海珠区,学校,中学
B00140V07R,中山大学附属中学,113.2856624977891,23.09646559059781,海珠区,学校,中学
B00140UFO1,广州市第五中学(金碧校区),113.28291069250668,23.06660194496453,海珠区,学校,中学
B0FFF5TQOG,广州市第九十七中学(金碧校区高中部),113.2830005415922,23.0668647136125,海珠区,学校,中学
B0FFHMAUJ8,广州市第四十一中学(东校区),113.26140825025766,23.07948489361377,海珠区,学校,中学
B0FFHK2PA4,广州市海珠外国语实验中学,113.27394826204171,23.10374306002877,海珠区,学校,中学
B00140UD4R,广州市华颖外国语学校,113.35076210965276,23.124163948353257,天河区,学校,中学
B00140NMEK,新昌学校,113.3497255251624,23.114633512917784,天河区,学校,中学
B0HU6C3CY4,华南师范大学附属中学(建设中),113.30105851609832,23.0843983189032,海珠区,学校,中学
B0FFFDBVOY,中山大学附属中学招生办,113.2864163317038,23.09622262726141,海珠区,学校,中学
B0FFFOGE9S,广州市第五中学,113.26192513213086,23.10514482500172,海珠区,学校,中学
B0I1NH5ZA7,广州市第四十一中学(南校区),113.25778792381146,23.09169781050544,海珠区,学校,中学
B00140JAWO,广州市第七中学高中部,113.29218690351306,23.124319437256585,越秀区,学校,中学
B0IBCSG0Y0,广州海印实验学校,113.26293048210194,23.11780194363416,越秀区,学校,中学
