小区,小区地址,PRI,FAR,GRE,CAR,PRO,AGE_medium,AGE_new,AGE_old,latitude,longitude
润粤大厦,越秀-水荫路-天河路35号,68327,2.5,0.28,0,2.0,False,False,True,23.140513981373985,113.3178998800006
富力御龙庭,越秀-淘金-淘金路108-138号,72128,4.04,0.38,1,2.5,True,False,False,23.145767468204248,113.294713357168
小东园,越秀-东山口-小东园,85749,1.9,0.45,1,0.8,True,False,False,23.130010454257615,113.30412975484269
共和村,越秀-共和路-共和大街,45133,1.2,0.27,1,0.5,False,False,True,23.130659019627767,113.31332472020924
东海嘉园,越秀-五羊新城-东泰路,94630,2.6,0.43,1,1.5,False,True,False,23.12608576017046,113.31711413217127
文德先生,越秀-北京路-珠光路82号,83373,8.2,0.3,1,2.8,False,True,False,23.12465929503101,113.27924552442737
华侨新村友爱路小区,越秀-淘金-友爱路,61225,1.8,0.36,0,0.6,False,False,True,39.934451271209454,116.28479476676124
东湖北大院,越秀-东湖-合群一马路85号,113484,4.1,0.25,1,0.8,False,False,True,23.125455036475586,113.29759592971803
麓湖大厦,"越秀-麓湖-麓景路126号,128号",55712,2.8,0.2,1,1.6,False,False,True,23.15138659767875,113.28547680025638
麓湖御景,越秀-淘金-麓苑路39号,50797,7.05,0.3,1,2.5,False,False,True,39.934451271209454,116.28479476676124
东川路白云楼,越秀-东川-东华南路159号,51948,2.5,0.36,0,0.9,False,False,True,23.125833587376054,113.29153748786909
方凯华庭,越秀-小北-应元路5号,71160,9.09,0.3,1,2.0,False,True,False,39.934451271209454,116.28479476676124
恒鑫御园,越秀-盘福-解放北路680号,75693,6.5,0.33,1,2.0,True,False,False,39.934451271209454,116.28479476676124
辉煌大厦,越秀-东川-白云路46-50号,48037,2.4,0.28,1,1.55,False,False,True,39.934451271209454,116.28479476676124
仰忠阁,越秀-北京路-珠光路114-118号,64769,8.0,0.2,1,1.75,False,False,True,23.124841343014538,113.27875433097468
菜园西小区,越秀-东山口-菜园西路,43708,1.5,0.15,0,1.0,True,False,False,23.130636503511905,113.30225669802445
湖滨小区,越秀-大沙头-东湖西路6-70号,46707,4.0,0.15,0,0.9,False,False,True,23.13526012014849,113.27342648099675
寺贝通津小区,越秀-东山口-寺贝通津23号,61561,1.5,0.5,0,0.9,False,False,True,23.128482250215054,113.30601502861587
富力盈泽苑,越秀-东川-较场东路33号,78254,3.8,0.3,0,1.5,False,False,True,23.130800098377414,113.29140732340073
淘金北小区,越秀-淘金-淘金北路7-53号,44554,2.1,0.28,1,1.2,False,False,True,39.934451271209454,116.28479476676124
恒福路小区,越秀-淘金-恒福路19-97号,34339,3.1,0.29,0,1.0,False,False,True,39.934451271209454,116.28479476676124
豪贤苑,越秀-农讲所-仁生里13号,52269,6.0,0.16,1,1.5,True,False,False,23.128036240300467,113.28621889043792
东华西路小区,越秀-东川-东华西路,39477,2.5,0.35,1,0.8,False,False,True,39.934451271209454,116.28479476676124
大沙头路小区,"越秀-大沙头-大沙头20,21号,大沙头三马路2号",37598,2.4,0.2,0,0.5,False,True,False,23.1198410397017,113.29108258595897
越秀上品轩,越秀-西门口-中山六路285-287号,61235,1.65,0.25,1,2.5,False,True,False,23.131081923086324,113.2619773077842
邮电小区,越秀-建设-华乐路,44944,3.6,0.3,1,0.9,True,False,False,39.934451271209454,116.28479476676124
粤泰荣廷府,越秀-东川-东华西路52-56号,84961,2.5,0.3,1,2.8,False,True,False,23.12829862858015,113.28529282728799
中山一路小区,越秀-杨箕-中山一路5-13号,54185,2.5,0.35,0,1.0,False,False,True,23.134976559585777,113.32065345587942
东湖豪苑,越秀-东山口-东湖路26号,89317,4.25,0.5,1,0.9,False,False,True,23.126762926916566,113.29707194811424
拥翠小区,越秀-建设-建设大马路17号,45233,0.45,0.1,1,0.9,False,False,True,39.934451271209454,116.28479476676124
天伦花园,越秀-建设-建设四马路17-29号,74987,1.3,0.3,1,2.0,True,False,False,39.934451271209454,116.28479476676124
丹桂里,越秀-小北-丹桂里12号,61156,2.3,0.2,0,1.3,False,False,True,23.138949426236184,113.27713621326008
文德广场,越秀-北京路-文德南路54~64号,59178,2.5,0.28,0,0.9,False,False,True,23.124289963689808,113.27929079902505
淘金路小区,越秀-淘金-淘金路,53735,2.7,0.33,1,0.5,False,False,True,23.14583293193611,113.2945488774292
名门越秀,越秀-北京路-万福路291-295号,90572,3.3,0.35,1,2.8,False,True,False,23.125486194678746,113.2782880205846
银基金湾,越秀-越秀南-越秀南路1号,60258,9.17,0.35,1,2.8,False,True,False,23.124073848293097,113.28587672586927
东兴小区,越秀-五羊新城-东兴北路1-102号,46659,2.6,0.4,0,0.65,False,False,True,23.128405145776703,113.31674995911766
东川大厦,越秀-东川-东川路6号,74501,2.0,0.3,1,1.5,True,False,False,23.13526012014849,113.27342648099675
麓湖轩,越秀-小北-麓湖路9号,60443,6.0,0.3,1,2.8,False,True,False,39.934451271209454,116.28479476676124
东湖肯辛顿,越秀-东湖-东湖西路30-44号,72195,3.8,0.3,0,0.6,False,True,False,23.13526012014849,113.27342648099675
大沙头三马路大院,越秀-东湖-大沙头三马路9-11号,42771,1.2,0.2,0,0.5,False,False,True,23.121355467085408,113.29141918103346
朝天路大院,越秀-西门口-朝天路,35000,2.6,0.25,0,0.8,False,False,True,39.934451271209454,116.28479476676124
洪都大厦,越秀-黄花岗-先烈中路81号,66537,2.5,0.3,0,0.9,False,True,False,23.13526012014849,113.27342648099675
桂花岗小区,越秀-解放北-桂花路1-2号,39426,2.5,0.4,1,1.0,False,False,True,23.13526012014849,113.27342648099675
东山紫园,越秀-东风东-东风东路745号,82022,7.39,0.35,1,2.6,False,True,False,23.13526012014849,113.27342648099675
保利麓苑,越秀-淘金-麓苑路33号,62677,8.03,0.3,1,1.85,False,True,False,39.934451271209454,116.28479476676124
农林上路小区,越秀-农林下路-农林下路,66682,1.5,0.35,0,2.4,False,False,True,23.13508356991333,113.30393095983341
城启波尔多庄园,越秀-淘金-淘金东路141号,52757,4.0,0.22,0,2.1,True,False,False,39.934451271209454,116.28479476676124
大东门华庭,越秀-农讲所-中山四路6-8号,67182,1.72,0.4,1,1.8,False,True,False,39.934451271209454,116.28479476676124
恤孤院路小区,越秀-东山口-恤孤院路,72182,3.0,0.3,0,0.5,False,False,True,23.130636503511905,113.30225669802445
天锦大厦,越秀-中山路-中山一路41号,55327,2.12,0.41,1,1.0,False,False,True,23.134477980049844,113.31748153912474
金宝怡庭,越秀-东川-中山三路125-127号,54745,2.5,0.16,1,1.9,False,True,False,39.934451271209454,116.28479476676124
东方花苑,越秀-杨箕-广州大道中353-367号,47665,5.0,0.38,1,2.0,False,False,True,23.13358093096108,113.31614845374837
东悦居,越秀-五羊新城-寺右北二街20号,60000,2.5,0.4,0,1.95,False,False,True,23.126695792011958,113.31935297899305
水均大街小区,越秀-东风东-水均大街,49304,2.0,0.35,1,0.5,False,False,True,23.13526012014849,113.27342648099675
小北路小区,越秀-小北-小北路,53440,2.56,0.26,1,1.8,False,False,True,39.934451271209454,116.28479476676124
青菜东社区,越秀-建设-华乐路,45388,2.5,0.34,0,2.0,False,True,False,39.934451271209454,116.28479476676124
羊和园,越秀-共和路-共和三路9号,68599,2.5,0.4,1,0.75,False,False,True,23.131784322038957,113.31369401360428
锦桦大厦,越秀-东川-东华东路351号,62255,6.93,0.2,1,1.5,True,False,False,23.12859832222146,113.29435349598084
东华东路小区,越秀-东山口-东华东路,63346,1.2,0.2,0,0.5,False,False,True,23.130636503511905,113.30225669802445
执信南路小区,越秀-农林下路-执信南路,51294,2.5,0.3,1,1.1,False,False,True,23.134395478706058,113.29847303521768
北秀花园(越秀),越秀-小北-天香街3-9号,74931,3.7,0.31,1,1.8,False,False,True,39.934451271209454,116.28479476676124
珠光小北御景,越秀-小北-小北路198号,92605,2.5,0.25,1,2.5,False,True,False,39.934451271209454,116.28479476676124
盈基大厦,越秀-东湖-东船上街街口1号,49690,2.5,0.3,1,1.2,True,False,False,23.13526012014849,113.27342648099675
御东和府,"越秀-农林下路-农林下路35,39号",79895,2.5,0.3,1,2.7,False,True,False,23.135785947667785,113.30374734618722
越华路小区,越秀-北京路-越华路,36934,2.5,0.36,1,0.6,False,True,False,23.135671045103052,113.27444884249732
方兴竹雅苑,越秀-流花-温泉新街14-20号,42870,2.19,0.37,1,2.6,False,True,False,39.934451271209454,116.28479476676124
东园新村(越秀),越秀-中山路-农林东路,58695,2.8,0.36,0,1.2,False,False,True,23.133352285080555,113.3057965607159
百好居,越秀-东山口-中山一路96-98号,67970,3.6,0.29,1,1.2,False,False,True,23.130525916924245,113.30462139744814
逸雅居,越秀-建设-建设大马路8-5号,66086,2.43,0.3,0,2.3,False,False,True,23.13526012014849,113.27342648099675
建设四马路小区,越秀-建设-建设四马路26-43号,51509,1.8,0.26,1,0.9,False,False,True,39.934451271209454,116.28479476676124
北京大厦,越秀-北京路-北京路68号,59591,2.5,0.25,0,1.9,False,False,True,23.12425240732934,113.27680240293269
海印花园,越秀-大沙头-大沙头马路27号之1,62154,6.17,0.3,1,0.9,False,False,True,23.121281682150958,113.29199068299872
和风雅居,越秀-东山口-梅花路8号,73500,3.8,0.35,1,2.1,True,False,False,23.13508905335947,113.31563435350519
精彩生活大厦,越秀-北京路-文明路36-48号,76541,2.5,0.3,0,0.9,False,True,False,23.127575107012174,113.27690696569401
仁安新街大院,越秀-小北-小北路202号,56576,1.9,0.38,1,0.9,False,False,True,39.934451271209454,116.28479476676124
联发名阁,越秀-东川-东华南路172号,59940,5.21,0.2,1,1.8,False,False,True,23.12669562583641,113.29519817265158
东山锦轩,越秀-东山口-农林下路4-6号,72529,7.5,0.1,1,2.4,True,False,False,23.131441514592886,113.30213578610287
仓前大厦,越秀-西门口-仓前街58号,32857,3.1,0.17,1,1.2,True,False,False,23.13529194070705,113.26511401096292
五羊新城(E区),越秀-五羊新城-寺右南三街,48085,2.0,0.4,1,0.5,False,False,True,23.12608576017046,113.31711413217127
华侨新村光明路小区,越秀-淘金-光明路,69479,2.0,0.24,0,0.5,False,False,True,39.934451271209454,116.28479476676124
嘉富广场,越秀-水荫路-水荫横路55-63号,60902,4.6,0.4,1,2.5,True,False,False,23.14958740560585,113.31950596042137
大德路小区,越秀-西门口-大德路135号,26724,2.3,0.12,0,0.9,False,False,True,23.12390384723767,113.26448510727559
银山大厦,越秀-农讲所-仓边路93-95号,62712,1.0,0.2,0,0.9,False,False,True,39.934451271209454,116.28479476676124
粤港大厦,越秀-东山口-龟岗大马路4号,71494,5.65,0.21,1,1.05,False,False,True,23.127273749310483,113.30164944349991
海珠中路小区,越秀-西门口-海珠中路169号,29606,1.5,0.25,1,1.0,False,False,True,23.128756435893504,113.26309578797431
象岗山小区,越秀-解放北-解放北路,36093,1.5,0.35,1,1.0,False,True,False,23.14617196376598,113.27005505058837
荔湾西华路小区,荔湾-陈家祠-西华路300-600号,31382,3.11,0.17,1,0.9,False,False,True,23.139580916543036,113.25036365483285
广东省地质局大院,越秀-东风东-东风东路741号,44540,2.0,0.12,0,1.0,False,True,False,23.13526012014849,113.27342648099675
东山公馆,越秀-农林下路-农林下路11号,58212,2.5,0.3,1,1.8,False,True,False,23.132157122053503,113.30188695547668
越秀花苑大厦,越秀-小北-小北路219-233号,52825,4.2,0.38,1,1.8,False,False,True,39.934451271209454,116.28479476676124
天秀大厦,越秀-小北-环市中路300号,38200,2.1,0.1,1,1.4,False,False,True,39.934451271209454,116.28479476676124
青龙坊小区,越秀-建设-青龙坊,42895,1.6,0.4,1,0.6,True,False,False,23.140562416489516,113.2957748847888
梅花路电力设计院宿舍,越秀-东风东-梅花路65号,70711,2.0,0.35,0,0.6,False,False,True,23.137576105132542,113.31486702093882
嘉骏苑,越秀-东川-白云路89号,50925,4.2,0.36,0,1.5,False,False,True,39.934451271209454,116.28479476676124
黄华路小区,越秀-建设-黄华路,48267,2.0,0.34,1,0.8,False,False,True,39.934451271209454,116.28479476676124
豆腐寮,越秀-小北-大华街12号,64361,3.5,0.35,1,0.6,True,False,False,23.13526012014849,113.27342648099675
新河浦雅居小区,越秀-东山口-恤孤院路11号,77941,4.7,0.3,1,1.2,False,False,True,23.12574925271016,113.30310460859505
华荟大厦,越秀-北京路-万福路19-95号,55544,2.5,0.22,1,1.3,True,False,False,23.12642060501813,113.28340045690129
金麓山庄,越秀-麓湖-下塘西路131-157号,36461,6.8,0.41,1,1.5,True,False,False,23.13526012014849,113.27342648099675
水荫翠苑,越秀-水荫路-水荫路70-80号,66521,4.0,0.2,1,1.3,False,True,False,23.145594753457,113.31904764495032
荣华南社区,越秀-东川-荣华南62号,50802,1.65,0.2,1,0.5,False,False,True,23.130919824100808,113.28645640241467
丽苑大厦(越秀),越秀-东川-东华西路113号,40897,2.5,0.2,1,1.0,False,False,True,23.128650085152184,113.28746852323243
三眼井小区,越秀-小北-应元路,62872,1.5,0.3,1,0.9,False,False,True,39.934451271209454,116.28479476676124
嘉洲翠庭,"越秀-小北-应元路113号,115号",81952,2.7,0.3,1,2.5,True,False,False,39.934451271209454,116.28479476676124
菜园东小区,越秀-东山口-东华东街,51397,1.2,0.35,1,0.5,False,False,True,23.130636503511905,113.30225669802445
宜安里,越秀-北京路-宜安里1号,44883,1.5,0.3,0,0.9,False,False,True,23.12354273967855,113.27254677041111
海印苑小区,越秀-东湖-合群一马路133-135号,69084,4.46,0.32,1,0.9,False,False,True,23.12622460040715,113.29540199817173
金贵小区,越秀-广园东-金贵街,25250,2.5,0.3,1,0.5,False,False,True,39.934451271209454,116.28479476676124
朱紫寮,越秀-小北-朱紫寮1-52号,55705,2.32,0.3,0,0.9,False,False,True,23.143000432900703,113.2813364203317
越秀北路小区,越秀-小北-越秀北路81号,52602,2.6,0.28,1,0.65,False,False,True,39.934451271209454,116.28479476676124
广州海运集团明月住宅小区,越秀-五羊新城-明月一路60号,64847,2.7,0.12,0,0.9,False,False,True,23.120865145484377,113.31671303876121
绿景东山华庭,越秀-大沙头-东船上街14-42号,67314,2.23,0.31,1,2.5,False,True,False,23.13526012014849,113.27342648099675
花园新村,越秀-大沙头-大沙头二马路38号,36694,4.0,0.4,1,0.6,False,True,False,23.13526012014849,113.27342648099675
东雅轩小区,越秀-东山口-中山二路菜园东19号,60511,3.4,0.3,0,1.8,True,False,False,23.129384817478282,113.29742354489072
启明社区,越秀-东山口-启明横马路17号,87000,1.2,0.38,0,0.5,False,False,True,23.127565801242827,113.29899126766621
水荫路45号大院,越秀-水荫路-水荫路45号,44871,1.5,0.2,1,0.9,False,False,True,23.14419300586554,113.31775300704977
北较场横路18号大院,越秀-建设-北较场横路18号,32200,1.2,0.35,1,2.3,False,False,True,23.13526012014849,113.27342648099675
一德花园,越秀-解放南-解放南路与一德路交叉路端,42008,4.97,0.15,1,2.0,False,False,True,23.123622339634537,113.2687039991018
雅景花园,越秀-水荫路-水荫路29号,47600,3.3,0.2,1,2.0,False,False,True,23.143458106371913,113.31692270326717
淘金北路正平北街小区,越秀-淘金-正平北街,45800,2.1,0.2,1,1.2,False,False,True,39.934451271209454,116.28479476676124
较场东路小区,越秀-东川-较场东路5-14号,56764,2.36,0.24,0,0.68,False,False,True,23.132422160873684,113.29134417252341
光塔路小区,越秀-西门口-光塔路,34081,3.5,0.3,0,1.2,False,True,False,23.13097000750858,113.26058196983602
富宏花园,越秀-小北-应元路76号,61411,2.66,0.37,1,1.7,False,True,False,39.934451271209454,116.28479476676124
东山欣园,越秀-五羊新城-寺右一马路189-193号,98652,3.8,0.35,1,2.5,False,True,False,23.128193108340074,113.31517136684549
德兴苑,越秀-解放南-一德路398-400号,35200,2.5,0.3,1,1.5,False,False,True,23.13526012014849,113.27342648099675
福恩里小区,越秀-北京路-中山四路,47661,2.0,0.33,0,1.0,False,False,True,23.132632031362988,113.27891997851066
珠江园,越秀-北京路-文德南路58号,43510,2.0,0.4,1,0.9,False,False,True,23.1239144826962,113.27948959403435
文德雅轩,越秀-北京路-聚仁坊9号,74090,5.0,0.3,1,2.0,True,False,False,23.127940856465326,113.2812570999552
小北大厦,越秀-小北-小北路126-134号,59188,2.85,0.15,1,0.9,False,False,True,39.934451271209454,116.28479476676124
越秀南社区,越秀-农讲所-越秀南路,60789,1.5,0.2,0,0.9,False,False,True,39.934451271209454,116.28479476676124
淘金公馆,越秀-淘金-淘金东路100号,60866,5.3,0.4,0,1.0,False,True,False,39.934451271209454,116.28479476676124
侨福苑,越秀-淘金-淘金坑66-68号,49798,1.6,0.2,1,2.6,False,False,True,23.14763865481542,113.29744690083398
小石街新街小区,越秀-小北-小石街新街,66133,1.5,0.16,0,0.9,False,False,True,23.13526012014849,113.27342648099675
仰忠街小区,越秀-北京路-仰忠街,61929,2.0,0.15,1,0.8,False,False,True,23.12761723222775,113.27782000341405
城启恒华阁,越秀-淘金-淘金北路71-73号,55071,5.0,0.3,1,1.3,True,False,False,39.934451271209454,116.28479476676124
水荫路34号大院,越秀-水荫路-水荫路34号,65478,1.5,0.4,1,0.6,False,False,True,23.14178990428944,113.31565384673475
署前二街小区,越秀-东山口-署前二街,49933,2.0,0.2,1,1.0,False,False,True,23.130636503511905,113.30225669802445
科苑社区,越秀-黄花岗-先烈中路81号,48565,2.6,0.3,1,0.9,True,False,False,23.13526012014849,113.27342648099675
清水濠小区,越秀-农讲所-德政中路,43710,4.0,0.4,1,0.5,False,False,True,39.934451271209454,116.28479476676124
广信顺景大厦,越秀-五羊新城-东山寺右二横路19号,49074,2.5,0.1,1,1.2,False,False,True,23.14615593018024,113.32049759987349
国投宿舍,越秀-建设-黄华路14号,42563,2.0,0.1,0,2.0,False,False,True,39.934451271209454,116.28479476676124
富力宜居,越秀-东川-广九大马路13号,56223,4.68,0.2,0,2.0,False,True,False,23.13526012014849,113.27342648099675
中山六路小区,越秀-西门口-中山六路,38091,2.6,0.15,0,0.9,False,False,True,23.13097000750858,113.26058196983602
中曦大厦,越秀-解放南-解放中路306号,48500,7.61,0.34,1,2.0,True,False,False,23.13526012014849,113.27342648099675
新达城公寓,越秀-水荫路-水荫二横路27号,48718,4.0,0.15,1,1.98,False,False,True,23.1459464134048,113.32057368635017
金迪大厦,越秀-杨箕-泰兴直街50号,47911,5.01,0.1,1,1.3,False,False,True,23.134123464848347,113.31859903117878
金山阁,越秀-五羊新城-文化里11号,58156,2.5,0.1,1,1.8,False,False,True,23.12863521265891,113.31704936434403
吉庆东小区,越秀-农讲所-吉庆东路2-4号,36600,1.2,0.2,1,0.5,False,False,True,39.934451271209454,116.28479476676124
康丽居,越秀-北京路-德政中路19号,57695,2.5,0.2,1,1.5,False,False,True,23.128026269867945,113.28288752445526
共和二路小区,越秀-共和路-共和二路,64915,2.3,0.2,0,0.5,False,False,True,23.131912438409096,113.31249711134318
东华西仁秀里,越秀-东川-仁秀里,35680,2.8,0.42,1,0.5,False,False,True,23.128036240300467,113.28621889043792
海印综合大楼,越秀-大沙头-沿江东路429号,57906,2.5,0.3,0,0.9,True,False,False,23.13526012014849,113.27342648099675
白云路45号小区,越秀-东川-白云路45号,29400,1.2,0.2,0,0.5,False,False,True,39.934451271209454,116.28479476676124
达道雅轩,越秀-共和路-共和西路2-4号,77147,5.0,0.3,1,0.9,False,True,False,23.130925058463763,113.30867284512736
狮带岗小区,越秀-麓湖-麓景路,36953,2.6,0.25,1,0.4,False,False,True,23.154880821714496,113.28943913602903
麓景雅苑,越秀-麓湖-麓景路86-98号,53571,3.2,0.3,1,2.0,False,True,False,23.149850581962337,113.28496341865758
惠雅阁,越秀-东风东-东风东路617号,39600,2.5,0.1,1,1.8,False,False,True,23.13526012014849,113.27342648099675
濠畔商厦,越秀-一德路-海珠南路276-296号,11434,2.5,0.15,1,2.8,False,False,True,23.123488398971357,113.26227482656901
大新大厦,越秀-解放南-大新路280-314号,36355,3.0,0.28,1,1.2,False,True,False,23.13526012014849,113.27342648099675
天兴大厦,越秀-中山路-中山一路21-23号,39400,4.55,0.32,1,0.9,False,False,True,23.134562641496295,113.3172331576513
山海城,越秀-解放南-一德路369-373号,43600,2.5,0.3,0,1.6,True,False,False,23.13526012014849,113.27342648099675
中山四路小区,越秀-农讲所-中山四路166号,39119,2.5,0.35,0,1.2,False,False,True,39.934451271209454,116.28479476676124
淘金花园,越秀-淘金-恒福路108号,40000,2.8,0.25,1,2.1,False,False,True,39.934451271209454,116.28479476676124
颐和雅轩,越秀-小北-洪桂新街1-5号,90000,2.5,0.35,1,2.6,False,True,False,23.13526012014849,113.27342648099675
俊逸阁,越秀-农讲所-大塘街62-66号,56943,2.5,0.3,1,1.5,False,True,False,39.934451271209454,116.28479476676124
丽水坊小区,越秀-北京路-越秀南路,41000,2.0,0.4,0,2.5,False,False,True,23.12588535138581,113.2843839217733
麓湖盛景,越秀-麓湖-麓景西路36号,44200,3.5,0.29,1,2.5,True,False,False,23.151248448373167,113.28204024269853
惠福西路大院,越秀-西门口-惠福西路,27540,1.5,0.1,1,0.9,False,False,True,23.13097000750858,113.26058196983602
广信黄田小区,越秀-麓湖-麓景路113号,37400,2.0,0.35,1,0.8,False,False,True,23.150726254326774,113.2847365965164
仓边路小区,越秀-农讲所-仓边路32号,48234,2.5,0.36,1,1.1,False,False,True,39.934451271209454,116.28479476676124
农林上路一横路大院,越秀-东风东-农林上路一横路,72575,2.7,0.32,0,1.2,False,False,True,23.13526012014849,113.27342648099675
九功坊,越秀-小北-东风中路,32200,0.8,0.2,0,0.9,False,True,False,39.934451271209454,116.28479476676124
较场小苑,越秀-东川-较场东路,46800,2.84,0.36,0,1.5,False,False,True,23.131290881762997,113.29129629283975
东兴北路62-68号小区,越秀-五羊新城-东兴北路62-68号,47302,1.2,0.3,0,1.0,False,True,False,23.130035712307304,113.32026089637169
海印东山100,越秀-大沙头-东华南路100号,71374,2.6,0.3,1,2.8,False,True,False,23.13526012014849,113.27342648099675
东环路6号大院,越秀-东风东-东环路6号,52805,1.2,0.3,1,1.15,True,False,False,23.13526012014849,113.27342648099675
淘金雅苑,越秀-淘金-淘金路163号,53236,4.2,0.4,1,0.9,False,False,True,23.14697123140263,113.29599470014702
山河后街小区,越秀-东山口-山河后街,52706,2.0,0.23,0,1.0,False,False,True,23.13526012014849,113.27342648099675
四圣街大院,越秀-东川-东华西路226-238号,40436,0.9,0.3,1,0.5,False,False,True,23.127638004025375,113.28977806669783
山河东街小区,越秀-东山口-山河东街,61922,2.3,0.12,1,0.6,False,False,True,23.13526012014849,113.27342648099675
龟岗四马路小区,越秀-东山口-龟岗四马路,59306,2.0,0.3,0,1.2,False,False,True,23.130636503511905,113.30225669802445
明月二巷小区,越秀-五羊新城-明月二路,46200,1.5,0.2,0,0.6,False,False,True,23.12532300870155,113.31876198379824
共和西小区,越秀-共和路-共和西路1号,67857,1.5,0.33,1,0.61,False,True,False,23.131426891667086,113.3098224066881
法政社区,"越秀-小北-登瀛路3之1,5之1,7-10号",54500,1.2,0.2,0,0.5,False,False,True,23.14427973802618,113.28073177089313
仓前街小区,越秀-西门口-仓前街,28808,2.49,0.29,1,1.2,False,False,True,39.934451271209454,116.28479476676124
东兴大厦,越秀-东风东-环市东路492号,38688,3.9,0.25,0,1.8,False,False,True,23.13526012014849,113.27342648099675
越秀解放北路小区,越秀-解放北-解放北路,39443,3.2,0.38,0,0.4,False,False,True,23.14617196376598,113.27005505058837
永怡新都,越秀-黄花岗-永福路8号,45600,4.0,0.48,1,2.0,False,True,False,23.15070872598312,113.30763871582462
五矿大院,越秀-大沙头-大沙头路19号,38433,1.2,0.2,0,0.5,False,False,True,23.13526012014849,113.27342648099675
愉景大厦,越秀-五羊新城-寺右二马路16-18号,43800,2.5,0.3,1,1.7,False,False,True,23.123884985914568,113.3167179794415
培正路小区,越秀-东山口-培正路,88301,1.5,0.3,1,0.3,False,False,True,23.130636503511905,113.30225669802445
凯城华庭,越秀-黄花岗-先烈中路83号,47000,7.3,0.37,1,1.8,True,False,False,23.13526012014849,113.27342648099675
六榕路小区,越秀-西门口-六榕路,36820,2.6,0.35,1,1.0,False,False,True,39.934451271209454,116.28479476676124
明达大厦,越秀-小北-应元路46-48号,71257,2.69,0.28,1,0.9,False,False,True,39.934451271209454,116.28479476676124
建设六马路小区,越秀-建设-建设六马路,44400,3.4,0.3,0,1.8,False,False,True,39.934451271209454,116.28479476676124
司马街大院,越秀-西门口-司马街,39332,2.51,0.25,0,0.9,False,False,True,39.934451271209454,116.28479476676124
翰林阁,越秀-黄花岗-先烈中路82-1号,53000,3.1,0.35,1,1.9,False,False,True,23.13526012014849,113.27342648099675
第一津街小区,越秀-西门口-第一津街,28796,2.53,0.14,1,1.2,False,False,True,39.934451271209454,116.28479476676124
东堤水岸,越秀-越秀南-东沙角路35-37号,63704,8.3,0.3,1,1.8,False,True,False,23.13526012014849,113.27342648099675
东鸣轩,越秀-农讲所-中山四路199-231号,69852,2.6,0.36,1,1.98,False,False,True,39.934451271209454,116.28479476676124
丛桂坊,越秀-五羊新城-达道路4号,45600,1.0,0.3,0,1.2,False,False,True,23.12869270854547,113.30912559110423
海珠北路大院,越秀-西门口-海珠北路67号,30022,1.5,0.2,0,1.2,False,False,True,23.13327044770556,113.26416602915855
西华二巷小区,越秀-解放北-西华二巷,36800,2.0,0.3,0,0.5,False,False,True,23.13526012014849,113.27342648099675
五羊新城(B区),越秀-五羊新城-寺右南北路,42746,1.0,0.25,0,1.5,False,False,True,23.127617980012523,113.31067103590308
应元宫道小区,越秀-小北-应元路23号,66124,2.51,0.35,0,0.5,False,False,True,39.934451271209454,116.28479476676124
寺右东小区,越秀-五羊新城-寺右四巷1号,42400,2.0,0.21,1,0.9,False,False,True,23.12679549730359,113.31529632114189
五羊新城(A区),越秀-五羊新城-寺右路,45800,3.0,0.2,1,0.5,False,False,True,23.12608576017046,113.31711413217127
水荫西约小区,越秀-东风东-水荫路13-15号,41037,1.2,0.3,1,0.5,False,True,False,23.13526012014849,113.27342648099675
碧翠苑,越秀-小北-下塘西路435号,31800,3.6,0.3,1,0.9,True,False,False,39.934451271209454,116.28479476676124
文明路小区,越秀-北京路-文明路,42342,1.5,0.2,0,0.9,False,False,True,23.128945457508387,113.27944360079225
艺轩小区,越秀-东湖-沿江东路419号,45800,3.0,0.4,1,0.5,False,False,True,23.120813047149806,113.28983834299753
永福西约,越秀-黄花岗-永福路5-183号,33200,3.4,0.2,1,0.9,False,False,True,23.152209924677503,113.30720384612738
水荫路大院,越秀-水荫路-水荫路52-54号,37800,1.0,0.3,1,0.8,False,False,True,23.14394385827994,113.31797946986875
文德路大院,越秀-北京路-文德路48号,52500,1.2,0.28,0,1.0,False,False,True,23.127671903592127,113.27929681767196
应元大厦,越秀-小北-应元路121-127号,61825,3.8,0.2,1,1.6,False,False,True,39.934451271209454,116.28479476676124
下塘西大院,越秀-麓湖-下塘西35-610号,34755,2.36,0.25,1,1.0,False,False,True,23.148778184878655,113.28050791316012
龙湖大厦,越秀-大沙头-东湖路128号,61537,1.83,0.25,1,2.5,False,False,True,23.13526012014849,113.27342648099675
东川路小区,越秀-东川-东川路,52464,1.8,0.16,1,0.6,False,False,True,23.13526012014849,113.27342648099675
诗书路小区,越秀-解放南-诗书路56号,31333,1.2,0.2,1,0.5,False,False,True,23.13526012014849,113.27342648099675
君铂国际,越秀-东风东-东风东路701号,52500,1.92,0.29,1,2.5,False,True,False,23.13526012014849,113.27342648099675
机务段小区,越秀-流花-机务段大街,22164,2.52,0.14,1,0.8,False,False,True,23.13526012014849,113.27342648099675
保安前街小区,越秀-东山口-保安前街10-20号,51000,2.4,0.18,1,1.0,False,False,True,23.12634931554074,113.30678433745435
越富广场,越秀-西门口-人民北路833-835号,32992,2.8,0.28,0,1.4,False,False,True,23.135992821882514,113.26095476662255
