小区,小区地址,PRI,FAR,GRE,CAR,PRO,AGE_medium,AGE_new,AGE_old,latitude,longitude,BUS,HOS,MAR,SUB,PSC,MSC,PAR,CBD,SCBD,RIV,ARE,geometry,REG_天河,REG_海珠,REG_荔湾,REG_越秀
东圃广场,天河-东圃-黄村西路8号,41175,3.41,0.35,1,1.2,False,False,True,23.12837365591236,113.41113734444474,189.7135066111234,1777.7442114023083,358.7789900462575,1224.6815299558737,527.2016449188559,705.1631420479647,142.4084402596637,9656.06354115999,7726.397188052662,2147.2676925264004,308000,POINT (113.4111373444447 23.12837365591236),True,False,False,False
天鹅花苑,天河-长兴-长兴路129号,33980,2.51,0.2,1,0.75,True,False,False,23.174841894714152,113.3579246904594,243.17490313533432,3520.45776214218,1691.516269949828,1673.1831559259556,497.6548052796445,707.424329795551,827.3414455091687,7090.911530423698,6806.604095010759,6847.075857664734,16100,POINT (113.3579246904594 23.17484189471415),True,False,False,False
棠德花苑,天河-棠东-棠德西路56号,25548,2.5,0.3,1,0.54,False,False,True,23.13954211831727,113.39016595316848,60.1359820418733,913.0306037524622,377.2759259771293,867.0884109902779,959.7023182720192,234.01326141990444,890.9612163041006,7587.282210769939,6351.849452881752,2842.143041031059,37400,POINT (113.3901659531685 23.13954211831727),True,False,False,False
星汇园,天河-珠江新城西-华明路,94280,5.47,0.35,1,2.3,True,False,False,23.12490341043514,113.33991222770148,244.03887031083823,686.1753788021736,128.77574781930596,507.1763541133044,445.5199076022557,651.5951646043723,604.5596684870943,1767.0727272435493,2592.9856950446047,1072.7944076881,151300,POINT (113.3399122277015 23.12490341043514),True,False,False,False
君林天下,天河-龙洞-绿洲街38号,43391,2.3,0.45,1,2.4,False,True,False,23.19597072108756,113.37346672323515,306.6686416408969,5778.126897403515,1282.3652946624377,325.41500118347307,477.87439514950574,914.7820210442331,272.7825795558556,9999.940486678535,9674.592574736684,9327.165655058943,26500,POINT (113.3734667232352 23.19597072108756),True,False,False,False
羊城花园,天河-东圃-中山大道前进1号,36408,2.12,0.25,1,1.0,False,False,True,23.12656368238509,113.40897413494686,338.6073340804092,1537.9129529337706,209.1066375452344,1175.748653955152,342.3684517708254,1018.4186705866072,114.00040746288116,9399.825557104166,7428.961452867473,1844.273690437012,322000,POINT (113.4089741349469 23.12656368238509),True,False,False,False
跑马地花园,天河-珠江新城东-黄埔大道西868号,61809,3.27,0.23,1,1.7,False,False,True,23.12490341043514,113.33991222770148,244.03887031083823,686.1753788021736,128.77574781930596,507.1763541133044,445.5199076022557,651.5951646043723,604.5596684870943,1767.0727272435493,2592.9856950446047,1072.7944076881,151300,POINT (113.3399122277015 23.12490341043514),True,False,False,False
加拿大花园,天河-天河公园-枫叶路8号,38294,4.62,0.45,1,1.6,False,False,True,23.14258271828587,113.37381275051747,431.1442261391136,1120.043011113079,433.3137072672459,1482.4438138657663,508.9032772777408,896.1168241689614,592.4039289821561,5994.59470618416,5379.362920406867,3410.904012426141,85700,POINT (113.3738127505175 23.14258271828587),True,False,False,False
美好居,天河-车陂-中山大道中29号,37011,3.0,0.32,1,1.0,False,False,True,23.126222024676977,113.39947347621538,62.46003850168235,498.3418105101127,190.25666139742577,884.1772439039592,633.1868015648868,68.28477963695022,1051.5442949423257,8343.516491286819,6438.5631458352855,1438.2153533177627,412100,POINT (113.3994734762154 23.12622202467698),True,False,False,False
跑马地花园三期,天河-珠江新城东-平云路177号,54373,3.0,0.4,1,0.9,False,True,False,23.13035783510465,113.36850942427998,283.4208290143868,1400.7519429152017,885.661496146627,941.1593162671574,279.44827112125864,601.9733650970317,576.1710106690712,4998.925106764979,3933.3260673392856,2104.807143233811,159300,POINT (113.36850942428 23.13035783510465),True,False,False,False
广海花园,天河-天河公园-建中路7号,40420,1.2,0.4,1,0.5,False,False,True,23.134028666973904,113.37926735140282,45.882810978872456,1272.2988120803652,186.2502120537929,496.64501888435547,407.07460526246047,525.1345626453394,106.29747541376868,6257.182043685466,5041.230186923185,2426.8756419991487,404700,POINT (113.3792673514028 23.1340286669739),True,False,False,False
华景新城(天河),天河-天河公园-华景路109号,52892,1.67,0.3,1,1.9,False,False,True,23.146215661507952,113.36609244347562,514.372709639709,1051.3907770904964,538.6837344254386,2178.585435472307,885.9589335222081,1208.647817576197,592.0012641602059,5426.011315973151,5314.23446681167,3863.215340256773,50700,POINT (113.3660924434756 23.14621566150795),True,False,False,False
阳光桃源,天河-东圃-桃园路3号,48277,2.3,0.4,1,2.8,False,True,False,23.119307504461883,113.41863720731452,20.997348388255,2762.982760461348,415.0962510388507,1646.1571666323591,201.58475980999907,601.9958041090027,502.529955143507,10450.317015933297,8221.267546880592,1758.1235401763877,263900,POINT (113.4186372073145 23.11930750446188),True,False,False,False
城市假日园,天河-东圃-旭景西路,63469,3.22,0.25,1,1.6,False,True,False,23.12432511045114,113.41569687372022,391.8850832536738,2308.950205967463,504.3538029276185,1900.678320511832,339.4506869217724,872.1701361029817,505.6765076879285,10131.858746217096,8052.817013088043,2068.596693474869,319300,POINT (113.4156968737202 23.12432511045114),True,False,False,False
侨怡苑,天河-天河北-天河北路382-388号,61118,2.24,0.4,1,0.68,False,False,True,23.146950961084563,113.33622872595905,202.29156901743409,857.2637042693763,365.4733838771443,551.0524450952158,151.16383959455513,170.28077877525735,1178.6134855341672,3216.8566872806687,3042.4837020900864,3395.392479454724,140300,POINT (113.336228725959 23.14695096108456),True,False,False,False
东方新世界熹园,天河-天河公园-中山大道西158号,108935,3.75,0.42,1,2.3,False,True,False,23.13916310807133,113.36632600290817,446.3008249263247,866.8981330211706,203.5248106370054,1542.0141150734948,438.8908385896469,545.9997841823324,1001.1801679865848,5079.391828629219,4621.407096302718,3082.062562051649,254100,POINT (113.3663260029082 23.13916310807133),True,False,False,False
富力新村,天河-东圃-东圃大马路,32088,2.1,0.15,1,0.6,False,False,True,23.12432511045114,113.41569687372022,391.8850832536738,2308.950205967463,504.3538029276185,1900.678320511832,339.4506869217724,872.1701361029817,505.6765076879285,10131.858746217096,8052.817013088043,2068.596693474869,319300,POINT (113.4156968737202 23.12432511045114),True,False,False,False
华港花园,天河-天河公园-东方一路24号,61074,3.63,0.3,1,1.5,True,False,False,23.1387009334356,113.36498707854597,385.6120728581472,731.7009059656941,331.4796009498648,1406.7249999946944,590.9422276211766,628.8673180934856,1000.3344216358604,4922.549063019657,4506.835030173511,3019.701397477801,223900,POINT (113.364987078546 23.1387009334356),True,False,False,False
体育西小区,天河-体育西路-体育西横街,48504,2.0,0.4,1,2.0,False,False,True,23.134587400181903,113.33126154564324,204.55464919273297,469.60079253245146,159.41011200368615,381.62398685798894,222.57023424362023,368.1097015138287,1019.4387278576536,1736.4672665933003,2160.2468209048616,1921.405985604453,530000,POINT (113.3312615456432 23.1345874001819),True,False,False,False
东方之珠花园,天河-天河北-天河北路715号,54096,4.11,0.4,1,2.0,False,False,True,23.14744600456382,113.35076025486696,232.10452371768787,1142.153124228124,690.1883803918271,953.8441290797806,438.47021694853726,535.0037066546591,824.4457397131698,4176.501720410775,4559.437027841474,3729.9803957295794,106100,POINT (113.350760254867 23.14744600456382),True,False,False,False
名雅苑(天河),天河-体育中心-华康街9号,62770,1.8,0.4,1,0.9,False,False,True,23.143232385236846,113.33157505426612,206.89822267129853,705.4788742465935,248.8840758829221,674.4538767251161,160.6518988998386,528.0928166058212,1119.7618619012037,2649.0465856501087,2397.6288190870164,2868.2636263249005,347400,POINT (113.3315750542661 23.14323238523685),True,False,False,False
五山花园,天河-五山-茶山路225号,59048,2.14,0.35,1,0.7,False,False,True,23.154313368591847,113.35982990661488,213.30687770573985,1551.372879051981,1165.5344042369527,1464.7832495763332,1069.8007397790234,287.2318700617672,186.6186716416712,5429.903730116291,5771.265355172648,4618.262965552683,27500,POINT (113.3598299066149 23.15431336859185),True,False,False,False
阳华国花苑,天河-车陂-天坤三路,52764,3.0,0.25,1,2.1,True,False,False,23.131891833450005,113.40045622244298,278.501892018383,764.0873871514558,678.7667078879799,250.34397997972692,680.1387284452336,687.7397483684146,562.193652936999,8523.688500284788,6816.531149928663,2078.4854501200457,106300,POINT (113.400456222443 23.13189183345001),True,False,False,False
安厦花园,天河-东圃-安厦一街,37600,3.46,0.31,1,1.5,False,True,False,23.12432511045114,113.41569687372022,391.8850832536738,2308.950205967463,504.3538029276185,1900.678320511832,339.4506869217724,872.1701361029817,505.6765076879285,10131.858746217096,8052.817013088043,2068.596693474869,319300,POINT (113.4156968737202 23.12432511045114),True,False,False,False
新燕花园,天河-燕塘-燕岭路28号,46670,2.05,0.42,1,1.5,True,False,False,23.16846541036853,113.33456901669932,49.11867303754974,829.8374911619883,630.8217216553903,595.4326844755745,1003.2030233245704,843.1992013077826,903.7213898722129,5453.275552530222,4539.321820706646,5691.87451639723,74900,POINT (113.3345690166993 23.16846541036853),True,False,False,False
新世界东逸花园,天河-天河公园-东方三路200号,89716,2.15,0.35,1,2.0,False,True,False,23.134530571514112,113.36595769764918,302.1706765710035,953.9627199753072,450.9424628447574,1172.3946416267388,486.87971525447375,437.63707564962783,688.4415910443113,4852.034897766484,4153.671575168479,2564.753785632909,267100,POINT (113.3659576976492 23.13453057151411),True,False,False,False
金田花苑,天河-天河北-天河北路333-560号,56814,8.62,0.43,1,1.5,False,False,True,23.147109800543056,113.33698896191189,167.86424176336007,875.9617435272684,339.0543402218356,513.0636885737243,236.8582690747828,256.29110974308816,1097.561616347479,3267.603115496516,3125.931869463144,3435.0767373526364,121100,POINT (113.3369889619119 23.14710980054306),True,False,False,False
瑜翠园,天河-龙洞-荟龙路10号,33521,2.48,0.3,1,1.96,False,True,False,23.215594961194025,113.37128707474646,114.42531545077355,7353.738348843565,365.9569733558768,2408.766732295311,217.801862404692,1143.6074003690364,1519.3168434313131,11783.255669098648,11175.778908470533,11516.574452278128,106200,POINT (113.3712870747465 23.21559496119403),True,False,False,False
保利丰兴广场,天河-体育中心-天河南二路27号,63358,2.5,0.35,1,1.95,True,False,False,23.143232385236846,113.33157505426612,206.89822267129853,705.4788742465935,248.8840758829221,674.4538767251161,160.6518988998386,528.0928166058212,1119.7618619012037,2649.0465856501087,2397.6288190870164,2868.2636263249005,347400,POINT (113.3315750542661 23.14323238523685),True,False,False,False
广氮新村,天河-车陂-车陂北街22号,23875,6.0,0.3,1,0.6,False,False,True,23.13035783510465,113.36850942427998,283.4208290143868,1400.7519429152017,885.661496146627,941.1593162671574,279.44827112125864,601.9733650970317,576.1710106690712,4998.925106764979,3933.3260673392856,2104.807143233811,159300,POINT (113.36850942428 23.13035783510465),True,False,False,False
富力花园,天河-东圃-富力街1-39号,27000,2.0,0.15,1,0.6,False,False,True,23.12432511045114,113.41569687372022,391.8850832536738,2308.950205967463,504.3538029276185,1900.678320511832,339.4506869217724,872.1701361029817,505.6765076879285,10131.858746217096,8052.817013088043,2068.596693474869,319300,POINT (113.4156968737202 23.12432511045114),True,False,False,False
东晖花园,天河-天河公园-天府路153号,70835,3.0,0.3,1,1.5,False,False,True,23.1354341776796,113.36908469912838,246.17731360248467,1276.7472390778155,343.34583975095177,1478.606940231207,337.40298999893486,75.70813897701836,711.1365698314694,5213.585568140601,4426.440781078234,2662.7054027613854,298500,POINT (113.3690846991284 23.1354341776796),True,False,False,False
荟雅苑,天河-林和-天河北路253号,67723,3.12,0.26,1,2.7,False,False,True,23.148595754392343,113.33302114647562,158.51570340934836,1109.656651797867,582.0463460701523,930.3458965376044,234.30880809172888,273.2818097501522,1388.6101068770777,3266.48178059708,2826.026552366884,3485.109280235203,175700,POINT (113.3330211464756 23.14859575439234),True,False,False,False
育龙居,天河-龙洞-天源路1111号,37168,2.3,0.4,1,1.0,False,False,True,23.19495832394725,113.36940683148416,92.00404689792082,5661.345970732547,819.7438613773196,227.5907933015168,54.50040739472873,910.8566886292,243.91824467674093,9665.631265726664,9278.421612918535,9260.70768634406,7200,POINT (113.3694068314842 23.19495832394725),True,False,False,False
富力院士庭,天河-东莞庄-东莞庄路72号,55830,3.2,0.3,1,2.8,False,True,False,23.15695714278725,113.34267388832988,267.26964769349604,1943.621349434039,549.7293543173461,450.0784393237001,619.8712564381793,808.8341832495971,579.3939463625444,4528.198303605732,4238.227139209021,4639.795154405064,49200,POINT (113.3426738883299 23.15695714278725),True,False,False,False
富力天河华庭,天河-林和-华庭路3-5号,99275,2.5,0.3,1,2.5,False,True,False,23.15044214534278,113.33508087117876,265.03019408168274,1255.0094905331673,641.0778288034433,939.5234011917177,256.46487176658565,406.6023129522322,1156.940008267963,3532.153119279232,3130.66808212546,3736.5687635351455,142700,POINT (113.3350808711788 23.15044214534278),True,False,False,False
金海花园,天河-天河北-天河北路614号,71612,2.83,0.3,1,2.5,False,False,True,23.14683797892708,113.3452175302111,101.72529270706724,1284.424206817615,747.0975784110723,641.1217476731259,664.0010526782941,794.8192830159802,624.1618192687906,3720.795466224652,3955.216846667839,3578.078917841965,59300,POINT (113.3452175302111 23.14683797892708),True,False,False,False
名门大厦,天河-珠江新城西-花城大道2-12号,51891,7.5,0.1,1,2.1,False,True,False,23.13035783510465,113.36850942427998,283.4208290143868,1400.7519429152017,885.661496146627,941.1593162671574,279.44827112125864,601.9733650970317,576.1710106690712,4998.925106764979,3933.3260673392856,2104.807143233811,159300,POINT (113.36850942428 23.13035783510465),True,False,False,False
宝兴翠园,天河-东圃-中山大道中1118号,68381,2.0,0.35,1,2.8,False,True,False,23.12656368238509,113.40897413494686,338.6073340804092,1537.9129529337706,209.1066375452344,1175.748653955152,342.3684517708254,1018.4186705866072,114.00040746288116,9399.825557104166,7428.961452867473,1844.273690437012,322000,POINT (113.4089741349469 23.12656368238509),True,False,False,False
海景花园,天河-天河公园-黄埔大道中203号,65953,3.8,0.4,1,1.8,True,False,False,23.12908994461827,113.37152602401204,184.50502375303932,1705.9601748445907,621.2046500782444,758.9620616939125,422.6827167204054,630.4522618941938,248.9752306151339,5299.184507680844,4045.3681428532855,1935.211594335736,257300,POINT (113.371526024012 23.12908994461827),True,False,False,False
天文苑,天河-体育西路-体育西路105号,77829,6.26,0.3,1,1.9,True,False,False,23.141498216001693,113.32708774875364,177.10790616461364,1001.644646103454,353.20530536304284,578.4576707015069,151.52524153523603,551.7227994582047,667.5132557848457,2357.713867103809,1863.401282132796,2590.118990537535,349800,POINT (113.3270877487536 23.14149821600169),True,False,False,False
天河广场,天河-东圃-中山大道中268号,30970,3.0,0.15,1,1.3,False,False,True,23.12656368238509,113.40897413494686,338.6073340804092,1537.9129529337706,209.1066375452344,1175.748653955152,342.3684517708254,1018.4186705866072,114.00040746288116,9399.825557104166,7428.961452867473,1844.273690437012,322000,POINT (113.4089741349469 23.12656368238509),True,False,False,False
